"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-11","87","99","78",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-12","85","99","76",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-13","88","100","78",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-14","87","99","77",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-15","87","100","77",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-16","86","98","74",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-17","85","98","71",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-18","86","98","71",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-19","86","98","74",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-20","85","99","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-21","86","100","71",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-22","87","100","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-23","87","100","74",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-24","88","100","77",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-25","89","100","76",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-26","80","91","74",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-27","79","92","71",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-28","80","95","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-29","81","95","74",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-30","84","95","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-31","85","96","76",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-01","85","97","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-02","84","96","69",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-03","85","97","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-04","85","97","71",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-05","85","97","71",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-06","86","97","74",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-07","86","98","76",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-08","87","98","74",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-09","87","98","76",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-10","88","99","79",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-11","88","100","77",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-12","88","102","77",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-13","84","93","76",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-14","78","86","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-15","74","78","70",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-16","75","81","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-17","77","84","75",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-18","78","89","74",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-19","81","93","74",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-20","80","83","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-21","76","81","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-22","79","92","75",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-23","84","93","75",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-24","82","93","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-25","82","92","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-26","82","94","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-27","80","92","71",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-28","80","91","71",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-29","79","91","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-30","79","91","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-31","82","94","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-01","83","95","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-02","81","91","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-03","80","91","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-04","81","92","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-05","79","92","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-06","80","93","71",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-07","83","94","76",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-08","83","93","76",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-09","82","93","75",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-10","81","91","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-11","79","91","68",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-12","80","92","68",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-13","80","92","70",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-14","82","92","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-15","81","93","71",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-16","81","94","70",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-17","82","96","71",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-18","83","96","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-19","84","96","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-20","83","97","70",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-21","83","94","70",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-22","79","93","68",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-23","81","91","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-24","81","93","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-25","78","84","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-26","73","76","67",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-27","71","80","65",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-28","73","90","62",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-29","71","86","56",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-30","66","81","53",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-01","67","81","56",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-02","69","85","54",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-03","71","87","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-04","76","91","63",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-05","80","92","68",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-06","81","92","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-07","78","89","64",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-08","70","84","61",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-09","69","82","51",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-10","63","84","46",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-11","66","88","49",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-12","72","91","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-13","76","89","66",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-14","75","87","67",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-15","77","91","66",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-16","80","92","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-17","80","93","72",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-18","81","92","74",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-19","81","91","71",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-20","76","83","62",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-21","66","76","48",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-22","59","80","43",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-23","62","84","47",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-24","74","86","65",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-25","71","86","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-26","71","87","55",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-27","71","87","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-28","69","85","53",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-29","71","85","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-30","71","88","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-31","69","84","55",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-01","77","91","68",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-02","79","88","73",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-03","76","84","66",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-04","71","74","69",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-05","71","76","64",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-06","66","78","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-07","66","75","60",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-08","68","72","64",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-09","64","66","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-10","63","71","53",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-11","60","74","51",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-12","63","76","51",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-13","64","76","54",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-14","65","82","52",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-15","67","87","51",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-16","65","87","49",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-17","69","84","56",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-18","72","81","53",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-19","54","63","36",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-20","47","68","33",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-21","53","78","36",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-22","68","79","57",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-23","68","73","46",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-24","56","77","41",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-25","61","66","52",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-26","60","70","50",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-27","64","78","51",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-28","74","81","42",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-29","60","80","41",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-30","58","67","35",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-01","48","70","32",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-02","55","65","43",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-03","52","55","50",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-04","52","53","50",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-05","51","54","42",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-06","51","60","39",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-07","45","55","35",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-08","47","53","37",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-09","39","46","34",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-10","42","54","30",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-11","55","65","51",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-12","56","67","44",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-13","61","78","48",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-14","51","58","41",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-15","51","55","45",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-16","55","66","51",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-17","67","79","37",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-18","37","37","27",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-19","32","45","24",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-20","43","60","36",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-21","54","71","40",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-22","56","68","44",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-23","59","73","53",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-24","71","78","67",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-25","74","82","68",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-26","75","85","70",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-27","71","76","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-28","70","85","61",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-29","65","71","43",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-30","51","56","47",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-31","59","79","50",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-01","61","76","49",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-02","63","77","53",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-03","58","77","38",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-04","46","48","33",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-05","49","64","36",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-06","35","36","24",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-07","29","43","19",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-08","31","53","16",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-09","51","73","37",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-10","66","81","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-11","67","81","56",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-12","72","83","65",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-13","73","81","56",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-14","55","56","49",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-15","56","76","50",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-16","66","70","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-17","57","59","49",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-18","51","57","48",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-19","57","69","51",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-20","61","78","47",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-21","62","84","43",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-22","65","70","50",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-23","58","76","40",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-24","61","85","40",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-25","66","69","42",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-26","48","59","33",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-27","44","58","32",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-28","51","61","35",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-29","50","71","30",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-30","57","81","32",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-31","58","78","33",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-01","59","83","39",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-02","58","66","47",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-03","50","54","47",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-04","50","53","48",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-05","58","75","52",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-06","71","81","68",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-07","75","88","50",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-08","66","86","47",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-09","57","67","42",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-10","59","80","40",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-11","73","88","67",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-12","73","84","64",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-13","70","80","63",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-14","60","68","49",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-15","53","66","39",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-16","50","69","33",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-17","58","77","46",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-18","70","87","62",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-19","74","81","65",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-20","66","71","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-21","64","80","49",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-22","63","86","44",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-23","65","90","45",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-24","71","82","52",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-25","55","63","39",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-26","50","73","35",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-27","71","83","67",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-28","75","82","66",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-01","71","73","45",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-02","55","67","40",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-03","51","70","34",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-04","58","60","52",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-05","63","75","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-06","72","85","68",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-07","70","77","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-08","65","76","59",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-09","71","81","66",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-10","69","83","57",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-11","66","68","60",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-12","55","64","48",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-13","54","69","44",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-14","54","72","39",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-15","57","75","41",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-16","67","80","60",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-17","71","83","65",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-18","71","84","56",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-19","73","84","64",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-20","73","85","64",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-21","71","84","63",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-22","73","83","65",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-23","74","86","66",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-24","72","83","64",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-03-25","67","82","49",
